,property_type,price_2,area_num,n_bedrooms_2,n_bathrooms_2,legal_docs,city/district,facing_direction,dimension_1,n_floors_2
2321,Nhà mặt tiền,6400.0,88.0,3.0,4.0,Giấy tờ hợp lệ,binh-duong,Tây Bắc,5.5,2.0
2322,Nhà mặt tiền,3850.0,73.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.0,2.0
2323,Nhà mặt tiền,6500.0,74.0,4.0,5.0,Giấy tờ hợp lệ,binh-duong,Nam,4.0,2.0
2324,Nhà mặt tiền,750.0,100.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,2.0
2325,Nhà mặt tiền,750.0,85.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,2.0
2326,Nhà mặt tiền,800.0,100.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,1.0
2327,Nhà mặt tiền,1040.0,78.0,2.0,,Giấy tờ hợp lệ,binh-duong,,6.0,
2328,Nhà mặt tiền,1050.0,90.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,6.0,2.0
2329,Nhà mặt tiền,4600.0,88.0,3.0,4.0,Giấy tờ hợp lệ,binh-duong,Tây Bắc,5.5,2.0
2330,Nhà mặt tiền,900.0,80.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,
2331,Nhà mặt tiền,4300.0,82.0,4.0,4.0,Giấy tờ hợp lệ,binh-duong,,4.0,4.0
2332,Nhà mặt tiền,860.0,120.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,6.0,2.0
2333,Nhà hẻm ngõ,3150.0,114.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,6.0,1.0
2334,Nhà mặt tiền,1600.0,63.0,3.0,3.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.5,2.0
2335,Nhà mặt tiền,950.0,120.0,4.0,2.0,Giấy tờ hợp lệ,binh-duong,,6.0,2.0
2336,Nhà hẻm ngõ,3200.0,62.0,2.0,1.0,Giấy tờ hợp lệ,binh-duong,,4.0,
2337,Nhà mặt tiền,6200.0,60.0,3.0,4.0,Giấy tờ hợp lệ,binh-duong,,5.0,2.0
2338,Nhà mặt tiền,1260.0,70.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,
2339,Nhà hẻm ngõ,4700.0,72.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,4.0,2.0
2340,Nhà mặt tiền,5000.0,118.0,2.0,,Giấy tờ hợp lệ,binh-duong,,6.8,
2341,Nhà hẻm ngõ,3100.0,56.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.0,2.0
2342,Nhà hẻm ngõ,2750.0,70.0,2.0,1.0,Giấy tờ hợp lệ,binh-duong,,,1.0
2343,Nhà mặt tiền,3800.0,69.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,,1.0
2344,Nhà mặt tiền,12800.0,267.0,4.0,3.0,Giấy tờ hợp lệ,binh-duong,,,2.0
2345,Nhà hẻm ngõ,1590.0,55.0,1.0,1.0,Giấy tờ hợp lệ,binh-duong,Tây Bắc,5.0,
2346,Nhà mặt tiền,3100.0,70.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,,1.0
2347,Nhà mặt tiền,6000.0,242.0,11.0,7.0,Giấy tờ hợp lệ,binh-duong,,12.1,
2348,Nhà hẻm ngõ,1750.0,48.0,2.0,,Giấy tờ hợp lệ,binh-duong,,,
2349,Nhà mặt tiền,8500.0,364.0,2.0,1.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,8.0,
2350,Nhà hẻm ngõ,3250.0,81.0,3.0,3.0,Giấy tờ hợp lệ,binh-duong,,4.0,2.0
2351,Nhà mặt tiền,4400.0,110.0,4.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.5,1.0
2352,Nhà hẻm ngõ,6000.0,259.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,10.0,1.0
2353,Nhà mặt tiền,7890.0,100.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,
2354,Nhà mặt tiền,850.0,95.0,3.0,2.0,Giấy tờ hợp lệ,binh-duong,,5.0,2.0
2355,Nhà mặt tiền,4350.0,64.0,4.0,4.0,Giấy tờ hợp lệ,binh-duong,,4.0,2.0
2356,Nhà mặt tiền,2000.0,80.0,3.0,3.0,Giấy tờ hợp lệ,binh-duong,,,2.0
2357,Nhà hẻm ngõ,3700.0,105.1,3.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,5.0,2.0
2358,Nhà hẻm ngõ,3700.0,105.1,3.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,5.0,2.0
2359,Nhà hẻm ngõ,3000.0,130.0,3.0,,Giấy tờ hợp lệ,binh-duong,Bắc,,1.0
2360,Nhà mặt tiền,3880.0,64.0,4.0,3.0,Giấy tờ hợp lệ,binh-duong,,,
2361,Nhà hẻm ngõ,3700.0,105.1,3.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,5.0,2.0
2362,Nhà mặt tiền,6000.0,123.0,3.0,3.0,Giấy tờ hợp lệ,binh-duong,,,1.0
2363,Nhà hẻm ngõ,2200.0,86.0,2.0,1.0,Giấy tờ hợp lệ,binh-duong,,7.2,
2364,Nhà mặt tiền,2400.0,160.0,2.0,2.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.5,2.0
2365,Nhà hẻm ngõ,2390.0,142.5,2.0,2.0,Giấy tờ hợp lệ,binh-duong,Tây Bắc,4.5,1.0
2366,Nhà mặt tiền,1880.0,150.0,5.0,,Giấy tờ hợp lệ,binh-duong,,5.0,
2367,Nhà mặt tiền,4800.0,70.0,3.0,3.0,Giấy tờ hợp lệ,binh-duong,Đông Nam,4.5,
2368,Nhà mặt tiền,9000.0,125.0,1.0,1.0,Giấy tờ hợp lệ,binh-duong,Đông Bắc,5.0,1.0
2369,Nhà mặt tiền,3800.0,140.0,,,Sổ hồng,long-an,,4.0,
2370,Nhà hẻm ngõ,2400.0,160.0,3.0,1.0,Sổ hồng,long-an,,5.0,1.0
2371,Nhà mặt tiền,2000.0,160.0,2.0,2.0,Sổ hồng,long-an,,8.0,
2372,Nhà mặt tiền,5400.0,300.0,,,Sổ hồng,long-an,,8.0,1.0
2373,Nhà mặt tiền,1000.0,67.5,2.0,2.0,Sổ hồng,long-an,,4.5,1.0
2374,Nhà mặt tiền,2800.0,125.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Đông,5.0,2.0
2375,Biệt thự,3760.0,100.0,3.0,3.0,Sổ đỏ,long-an,Đông Bắc,5.0,
2376,Nhà mặt tiền,7200.0,146.0,4.0,4.0,Sổ đỏ,long-an,Đông Bắc,7.2,3.0
2377,Nhà mặt tiền,2500.0,80.0,4.0,4.0,Giấy tờ hợp lệ,long-an,Nam,5.0,3.0
2378,Nhà mặt tiền,2080.0,80.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2379,Nhà mặt tiền,14500.0,1196.0,1.0,1.0,Giấy tờ hợp lệ,long-an,Bắc,23.0,1.0
2380,Nhà mặt tiền,1320.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,
2381,Nhà mặt tiền,2440.0,110.0,2.0,1.0,Giấy tờ hợp lệ,long-an,Tây Bắc,4.7,
2382,Nhà hẻm ngõ,850.0,80.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,,
2383,Nhà mặt tiền,3370.0,90.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,
2384,Nhà mặt tiền,5600.0,75.0,4.0,3.0,Đang chờ sổ,long-an,Đông,5.0,4.0
2385,Nhà mặt tiền,1790.0,306.0,3.0,3.0,Sổ hồng,long-an,Bắc,5.0,1.0
2386,Nhà hẻm ngõ,1500.0,148.0,2.0,1.0,Sổ hồng,long-an,Bắc,5.0,
2387,Nhà hẻm ngõ,2500.0,330.4,4.0,3.0,Sổ hồng,long-an,Tây Nam,9.0,3.0
2388,Nhà mặt tiền,4600.0,93.0,4.0,4.0,Sổ hồng,long-an,,5.0,4.0
2389,Nhà mặt tiền,3700.0,209.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.5,
2390,Nhà mặt tiền,980.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2391,Nhà hẻm ngõ,1990.0,60.0,3.0,3.0,Giấy tờ hợp lệ,long-an,Nam,4.0,
2392,Nhà mặt tiền,3200.0,70.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Tây Nam,4.0,
2393,Nhà mặt tiền,4500.0,145.0,5.0,5.0,Giấy tờ hợp lệ,long-an,Tây Nam,5.0,2.0
2394,Nhà mặt tiền,590.0,32.0,2.0,2.0,Sổ hồng,long-an,,4.0,1.0
2395,Nhà hẻm ngõ,1550.0,117.0,2.0,1.0,Giấy tờ hợp lệ,long-an,Nam,5.0,1.0
2396,Nhà mặt tiền,980.0,75.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2397,Nhà mặt tiền,395.0,32.0,2.0,2.0,Sổ hồng,long-an,,4.0,1.0
2398,Nhà mặt tiền,5400.0,108.0,8.0,7.0,Giấy tờ hợp lệ,long-an,Tây,6.0,4.0
2399,Nhà hẻm ngõ,680.0,48.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2400,Nhà hẻm ngõ,625.0,25.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông Nam,5.0,1.0
2401,Nhà hẻm ngõ,1050.0,100.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,,
2402,Nhà mặt tiền,1200.0,136.0,4.0,4.0,Giấy tờ hợp lệ,long-an,,4.0,2.0
2403,Nhà hẻm ngõ,1800.0,100.0,2.0,1.0,Giấy tờ hợp lệ,long-an,,4.0,
2404,Nhà mặt tiền,2800.0,127.0,3.0,3.0,Sổ hồng,long-an,Tây,5.0,1.0
2405,Nhà hẻm ngõ,3600.0,420.0,11.0,7.0,Giấy tờ hợp lệ,long-an,Nam,7.0,2.0
2406,Nhà hẻm ngõ,525.0,20.0,1.0,1.0,Giấy tờ hợp lệ,long-an,Đông Nam,4.0,1.0
2407,Nhà mặt tiền,2650.0,105.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Đông,5.0,1.0
2408,Nhà mặt tiền,2900.0,91.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,2.0
2409,Nhà hẻm ngõ,1390.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,5.7,1.0
2410,Nhà hẻm ngõ,650.0,32.0,2.0,1.0,Hợp đồng mua bán,long-an,Tây Nam,4.0,1.0
2411,Nhà mặt tiền,4780.0,174.0,4.0,4.0,Sổ hồng,long-an,Bắc,9.0,
2412,Nhà hẻm ngõ,790.0,255.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Tây,6.0,1.0
2413,Nhà mặt tiền,6900.0,235.0,2.0,1.0,Giấy tờ hợp lệ,long-an,Đông Nam,5.0,1.0
2414,Nhà hẻm ngõ,590.0,32.0,2.0,1.0,Hợp đồng mua bán,long-an,Tây Nam,4.0,1.0
2415,Nhà mặt tiền,2400.0,75.0,4.0,3.0,Đang chờ sổ,long-an,,5.0,
2416,Nhà mặt tiền,1250.0,68.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.5,1.0
2417,Nhà mặt tiền,3750.0,367.0,2.0,3.0,Giấy tờ hợp lệ,long-an,Tây,10.0,1.0
2418,Nhà mặt tiền,690.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2419,Nhà hẻm ngõ,829.0,57.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2420,Nhà hẻm ngõ,940.0,76.4,3.0,2.0,Giấy tờ hợp lệ,long-an,,4.5,
2421,Nhà mặt tiền,480.0,39.0,2.0,2.0,Hợp đồng mua bán,long-an,Đông Nam,,1.0
2422,Nhà hẻm ngõ,650.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,
2423,Nhà mặt tiền,2800.0,96.7,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,2.0
2424,Nhà hẻm ngõ,595.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2425,Nhà mặt tiền,350.0,44.0,2.0,2.0,Sổ hồng,long-an,Đông Bắc,4.0,1.0
2426,Nhà hẻm ngõ,485.0,16.0,1.0,1.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.0,2.0
2427,Nhà mặt tiền,2280.0,108.0,4.0,,Giấy tờ hợp lệ,long-an,,4.5,
2428,Nhà mặt tiền,1900.0,50.0,3.0,3.0,Sổ hồng,long-an,Bắc,4.0,3.0
2429,Nhà mặt tiền,525.0,20.0,1.0,1.0,Giấy tờ hợp lệ,long-an,,4.0,
2430,Nhà hẻm ngõ,1690.0,39.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,3.6,2.0
2431,Nhà mặt tiền,11500.0,150.0,,,Sổ hồng,long-an,,10.0,
2432,Nhà hẻm ngõ,550.0,20.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2433,Nhà hẻm ngõ,735.0,82.8,2.0,,Giấy tờ hợp lệ,long-an,,5.2,1.0
2434,Nhà mặt tiền,3600.0,150.0,11.0,7.0,Giấy tờ hợp lệ,long-an,,6.0,2.0
2435,Nhà hẻm ngõ,690.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2436,Nhà mặt tiền,3500.0,262.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,8.0,
2437,Nhà mặt tiền,2500.0,96.5,3.0,2.0,Giấy tờ hợp lệ,long-an,Đông Nam,5.1,1.0
2438,Nhà hẻm ngõ,2500.0,50.9,2.0,2.0,Giấy tờ hợp lệ,long-an,Bắc,4.0,
2439,Nhà hẻm ngõ,1650.0,42.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Nam,4.0,2.0
2440,Nhà hẻm ngõ,1750.0,126.0,1.0,,Giấy tờ hợp lệ,long-an,Đông Bắc,4.2,
2441,Nhà hẻm ngõ,5300.0,1000.0,3.0,1.0,Giấy tờ hợp lệ,long-an,,31.0,
2442,Nhà hẻm ngõ,825.0,48.2,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2443,Nhà mặt tiền,105000.0,7500.0,20.0,20.0,Sổ hồng,long-an,,89.0,3.0
2444,Nhà mặt tiền,1200.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.0,2.0
2445,Nhà hẻm ngõ,2800.0,160.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Tây Nam,8.0,1.0
2446,Nhà hẻm ngõ,650.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2447,Nhà mặt tiền,1350.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.0,1.0
2448,Nhà mặt tiền,750.0,44.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2449,Nhà hẻm ngõ,595.0,32.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,2.0
2450,Nhà mặt tiền,2200.0,161.0,4.0,3.0,Giấy tờ hợp lệ,long-an,Đông Nam,5.0,
2451,Nhà mặt tiền,1650.0,59.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,7.0,2.0
2452,Nhà hẻm ngõ,465.0,76.0,2.0,1.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2453,Nhà mặt tiền,1300.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Nam,4.0,2.0
2454,Nhà hẻm ngõ,4500.0,1200.0,1.0,1.0,Giấy tờ hợp lệ,long-an,,,1.0
2455,Nhà hẻm ngõ,2580.0,125.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Nam,5.0,1.0
2456,Nhà hẻm ngõ,680.0,24.0,2.0,,Hợp đồng mua bán,long-an,,4.0,2.0
2457,Nhà mặt tiền,1750.0,72.0,4.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,
2458,Nhà mặt tiền,2900.0,120.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,
2459,Nhà hẻm ngõ,2400.0,85.0,6.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,4.0
2460,Nhà mặt tiền,2100.0,85.0,4.0,2.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.2,1.0
2461,Nhà hẻm ngõ,1350.0,100.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,
2462,Nhà mặt tiền,479.0,16.0,2.0,,Giấy tờ hợp lệ,long-an,,4.0,1.0
2463,Nhà hẻm ngõ,1500.0,70.0,3.0,1.0,Giấy tờ hợp lệ,long-an,Đông Bắc,5.2,1.0
2464,Nhà hẻm ngõ,2580.0,125.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,
2465,Nhà hẻm ngõ,1340.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Tây Nam,4.0,1.0
2466,Nhà mặt tiền,780.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2467,Nhà hẻm ngõ,2800.0,104.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2468,Nhà mặt tiền,2300.0,75.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,
2469,Nhà mặt tiền,33000.0,3172.0,5.0,6.0,Giấy tờ hợp lệ,long-an,,20.0,2.0
2470,Nhà hẻm ngõ,590.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2471,Nhà mặt tiền,2750.0,136.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,6.0,2.0
2472,Nhà mặt tiền,1490.0,105.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,
2473,Nhà hẻm ngõ,1150.0,115.0,2.0,1.0,Giấy tờ hợp lệ,long-an,,5.0,
2474,Nhà mặt tiền,1900.0,75.0,4.0,3.0,Đang chờ sổ,long-an,,5.0,
2475,Nhà mặt tiền,1250.0,36.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông,4.0,1.0
2476,Nhà mặt tiền,1450.0,66.7,3.0,2.0,Đang chờ sổ,long-an,Tây,4.0,2.0
2477,Nhà mặt tiền,4500.0,100.8,4.0,4.0,Giấy tờ hợp lệ,long-an,Nam,,4.0
2478,Nhà mặt tiền,4500.0,100.0,4.0,,Giấy tờ hợp lệ,long-an,Nam,5.0,4.0
2479,Nhà mặt tiền,3600.0,90.0,3.0,3.0,Đang chờ sổ,long-an,,6.0,
2480,Nhà hẻm ngõ,2390.0,160.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Tây,5.0,
2481,Nhà mặt tiền,12500.0,157.5,1.0,1.0,Giấy tờ hợp lệ,long-an,Bắc,10.0,1.0
2482,Nhà mặt tiền,12500.0,150.0,1.0,1.0,Giấy tờ hợp lệ,long-an,Bắc,10.0,1.0
2483,Nhà hẻm ngõ,1100.0,100.0,2.0,3.0,Giấy tờ hợp lệ,long-an,,4.0,
2484,Nhà hẻm ngõ,2800.0,100.0,2.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2485,Nhà mặt tiền,2700.0,90.0,4.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,3.0
2486,Nhà mặt tiền,3100.0,115.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,
2487,Nhà mặt tiền,1500.0,100.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2488,Nhà mặt tiền,750.0,104.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,4.0,
2489,Nhà mặt tiền,1350.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Bắc,4.0,2.0
2490,Nhà hẻm ngõ,1700.0,200.0,2.0,1.0,Sổ hồng,long-an,Tây Bắc,5.2,
2491,Nhà mặt tiền,1950.0,60.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Nam,5.0,1.0
2492,Nhà mặt tiền,2200.0,85.0,3.0,3.0,Giấy tờ hợp lệ,long-an,Đông,5.0,2.0
2493,Nhà hẻm ngõ,1180.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Bắc,3.8,1.0
2494,Nhà mặt tiền,1750.0,48.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.0,1.0
2495,Nhà hẻm ngõ,2300.0,64.0,3.0,3.0,Sổ hồng,long-an,,4.0,
2496,Nhà mặt tiền,2350.0,69.6,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2497,Nhà hẻm ngõ,2450.0,100.0,3.0,2.0,Giấy tờ hợp lệ,long-an,Đông,5.0,2.0
2498,Nhà mặt tiền,2000.0,123.0,2.0,1.0,Giấy tờ hợp lệ,long-an,,5.0,
2499,Nhà mặt tiền,250.0,16.0,1.0,1.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2500,Nhà mặt tiền,1750.0,72.0,3.0,3.0,Giấy tờ hợp lệ,long-an,Bắc,4.0,2.0
2501,Nhà mặt tiền,4000.0,60.0,3.0,3.0,Đang chờ sổ,long-an,Đông Nam,5.0,4.0
2502,Nhà mặt tiền,2350.0,80.0,4.0,3.0,Giấy tờ hợp lệ,long-an,Tây,4.0,1.0
2503,Nhà hẻm ngõ,6000.0,3000.0,,,Sổ hồng,long-an,,60.0,
2504,Biệt thự,14200.0,3500.0,,,Sổ hồng,long-an,,,
2505,Nhà mặt tiền,3600.0,152.0,,,Giấy tờ hợp lệ,long-an,,5.0,
2506,Nhà hẻm ngõ,2300.0,64.0,4.0,3.0,Sổ hồng,long-an,Bắc,4.0,3.0
2507,Biệt thự,5460.0,112.0,4.0,3.0,Sổ hồng,long-an,,8.0,2.0
2508,Nhà mặt tiền,2550.0,60.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,4.0,2.0
2509,Nhà mặt tiền,3600.0,80.0,3.0,3.0,Đang chờ sổ,long-an,,5.0,3.0
2510,Nhà mặt tiền,3700.0,119.0,2.0,2.0,Sổ hồng,long-an,,4.0,
2511,Nhà mặt tiền,4090.0002,60.0,4.0,4.0,Hợp đồng mua bán,long-an,,5.0,
2512,Nhà mặt tiền,3280.0,80.0,4.0,5.0,Giấy tờ hợp lệ,long-an,,4.0,3.0
2513,Nhà mặt tiền,2250.0,60.0,4.0,4.0,Giấy tờ hợp lệ,long-an,Đông,4.0,3.0
2514,Nhà mặt tiền,2500.0,99.0,4.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,2.0
2515,Nhà hẻm ngõ,2400.0,160.0,3.0,1.0,Giấy tờ hợp lệ,long-an,Tây,5.0,1.0
2516,Nhà mặt tiền,730.0,32.0,2.0,1.0,Giấy tờ hợp lệ,long-an,Đông,4.0,1.0
2517,Nhà mặt tiền,1800.0,110.0,4.0,2.0,Giấy tờ hợp lệ,long-an,Tây Bắc,5.0,1.0
2518,Nhà mặt tiền,3900.0,80.0,3.0,,Giấy tờ hợp lệ,long-an,,5.0,
2519,Nhà mặt tiền,3300.0,80.0,3.0,,Đang chờ sổ,long-an,,5.0,3.0
2520,Nhà mặt tiền,2500.0,96.5,3.0,2.0,Giấy tờ hợp lệ,long-an,Nam,5.1,1.0
2521,Nhà hẻm ngõ,998.0,98.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2522,Nhà mặt tiền,575.0,28.0,2.0,2.0,Sổ hồng,long-an,,4.0,1.0
2523,Nhà mặt tiền,780.0,115.0,2.0,1.0,Sổ hồng,long-an,,5.0,
2524,Nhà hẻm ngõ,2440.0,100.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,2.0
2525,Nhà hẻm ngõ,780.0,44.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Bắc,4.0,2.0
2526,Nhà mặt tiền,5500.0,222.6,4.0,4.0,Giấy tờ hợp lệ,long-an,,4.2,
2527,Nhà hẻm ngõ,950.0,25.0,2.0,1.0,Giấy tờ hợp lệ,long-an,,3.0,2.0
2528,Nhà mặt tiền,1250.0,73.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,6.0,
2529,Nhà mặt tiền,185000.0,22000.0,4.0,4.0,Sổ hồng,long-an,,100.0,
2530,Nhà mặt tiền,3800.0,100.0,4.0,4.0,Sổ hồng,long-an,,5.0,
2531,Nhà mặt tiền,110000.0,14000.0,4.0,6.0,Sổ hồng,long-an,,100.0,
2532,Nhà mặt tiền,57000.0,11500.0,5.0,4.0,Sổ hồng,long-an,,,
2533,Nhà mặt tiền,60000.0,8000.0,3.0,3.0,Sổ hồng,long-an,,,
2534,Nhà mặt tiền,650.0,85.0,2.0,1.0,Sổ hồng,long-an,,5.0,
2535,Nhà hẻm ngõ,1200.0,90.0,4.0,2.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2536,Nhà mặt tiền,1600.0,150.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,1.0
2537,Nhà mặt tiền,730.0,100.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,5.0,
2538,Nhà mặt tiền,3600.0,240.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,10.0,
2539,Nhà mặt tiền,465.0,40.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,
2540,Nhà mặt tiền,2590.0,90.0,3.0,,Giấy tờ hợp lệ,long-an,Tây Bắc,5.0,4.0
2541,Nhà mặt tiền,1490.0,144.0,4.0,4.0,Giấy tờ hợp lệ,long-an,Nam,4.8,11.0
2542,Nhà mặt tiền,1700.0,729.0,3.0,3.0,Giấy tờ hợp lệ,long-an,,21.3,1.0
2543,Nhà mặt tiền,2350.0,123.0,2.0,1.0,Giấy tờ hợp lệ,long-an,Đông,5.0,
2544,Nhà hẻm ngõ,1050.0,36.0,2.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,1.0
2545,Nhà hẻm ngõ,1900.0,118.1,1.0,1.0,Giấy tờ hợp lệ,long-an,Tây Bắc,10.1,1.0
2546,Nhà mặt tiền,5000.0,60.0,3.0,3.0,Đang chờ sổ,long-an,Đông Nam,5.0,4.0
2547,Nhà mặt tiền,1700.0,56.0,2.0,2.0,Giấy tờ hợp lệ,long-an,Đông Bắc,4.0,56.0
2548,Nhà mặt tiền,5600.0,102.0,3.0,3.0,Giấy tờ hợp lệ,long-an,Tây Bắc,6.0,3.0
2549,Nhà hẻm ngõ,465.0,40.0,3.0,2.0,Giấy tờ hợp lệ,long-an,,4.0,
2550,Nhà mặt tiền,2500.0,125.0,7.0,7.0,Giấy tờ hợp lệ,long-an,Đông Nam,5.0,2.0
2551,Biệt thự,5800.0,146.8,3.0,4.0,Giấy tờ hợp lệ,long-an,,10.0,
2552,Nhà mặt tiền,2280.0,80.0,4.0,5.0,Giấy tờ hợp lệ,long-an,,4.0,3.0
2553,Nhà mặt tiền,2980.0,52.0,4.0,3.0,Giấy tờ hợp lệ,long-an,Tây,4.0,3.0
2554,Nhà mặt tiền,450.0,44.0,2.0,2.0,Sổ hồng,long-an,,4.0,
2555,Nhà mặt tiền,16900.0,871.0,2.0,2.0,Sổ hồng,long-an,Đông Nam,10.0,1.0
2556,Nhà mặt tiền,750.0,70.0,2.0,1.0,Sổ hồng,long-an,,5.0,
2557,Biệt thự,9000.0,1509.0,7.0,3.0,Giấy tờ hợp lệ,long-an,Bắc,38.0,2.0
2558,Nhà hẻm ngõ,4500.0,445.0,,,Giấy tờ hợp lệ,long-an,,,
2559,Nhà mặt tiền,5300.0,170.0,,,Sổ hồng,long-an,,,
2560,Nhà mặt tiền,567.0,289.0,,,Sổ đỏ,long-an,,,
