,property_type,price_2,area_num,n_bedrooms_2,n_bathrooms_2,legal_docs,city/district,facing_direction,dimension_1,n_floors_2
1248,Nhà hẻm ngõ,3850.0,50.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,,2.0
1249,Nhà mặt tiền,10000.0,115.0,7.0,7.0,Giấy tờ hợp lệ,da-nang,,,
1250,Nhà hẻm ngõ,3250.0,68.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,,1.0
1251,Nhà mặt tiền,9500.0,90.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,,5.0,4.0
1252,Nhà mặt tiền,6700.0,85.0,3.0,3.0,Sổ hồng,da-nang,Nam,5.0,3.0
1253,Nhà mặt tiền,15500.0,108.3,4.0,3.0,Sổ đỏ,da-nang,Đông Nam,8.6,3.0
1254,Nhà hẻm ngõ,5450.0,54.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,,3.0
1255,Nhà mặt tiền,8200.0,90.0,3.0,,Giấy tờ hợp lệ,da-nang,,4.5,3.0
1256,Nhà hẻm ngõ,3450.0,62.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,,2.0
1257,Nhà hẻm ngõ,3150.0,63.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,2.0
1258,Nhà hẻm ngõ,4200.0,85.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,5.6,2.0
1259,Nhà mặt tiền,4650.0,50.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Nam,,3.0
1260,Nhà mặt tiền,30900.0,146.0,7.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Nam,8.8,4.0
1261,Nhà mặt tiền,5850.0,55.9,2.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,5.5,2.0
1262,Nhà hẻm ngõ,5300.0,55.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Bắc,4.0,3.0
1263,Nhà mặt tiền,5600.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,2.0
1264,Nhà hẻm ngõ,3850.0,54.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,5.0,2.0
1265,Nhà mặt tiền,5800.0,51.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,4.3,1.0
1266,Nhà hẻm ngõ,3300.0,71.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,2.0
1267,Nhà hẻm ngõ,5500.0,84.5,4.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.0,3.0
1268,Nhà hẻm ngõ,3250.0,80.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,7.5,2.0
1269,Nhà mặt tiền,11100.0,281.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,10.0,2.0
1270,Nhà mặt tiền,4880.0,128.0,8.0,,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,2.0
1271,Nhà mặt tiền,6990.0,90.0,3.0,2.0,Sổ hồng,da-nang,,4.5,2.0
1272,Nhà hẻm ngõ,3750.0,42.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,3.0
1273,Nhà mặt tiền,7950.0,53.0,2.0,2.0,Sổ hồng,da-nang,Tây,5.0,2.0
1274,Nhà mặt tiền,4390.0,64.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,7.0,
1275,Nhà hẻm ngõ,4550.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,4.0,2.0
1276,Nhà hẻm ngõ,3850.0,54.2,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,,1.0
1277,Nhà mặt tiền,5650.0,63.0,4.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,
1278,Nhà mặt tiền,21000.0,133.0,11.0,,Giấy tờ hợp lệ,da-nang,,,4.0
1279,Nhà hẻm ngõ,3250.0,31.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Nam,4.5,1.0
1280,Nhà mặt tiền,3750.0,100.0,5.0,5.0,Sổ đỏ,da-nang,Tây,5.0,1.0
1281,Nhà mặt tiền,8000.0,125.0,5.0,5.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,3.0
1282,Nhà mặt tiền,8000.0,100.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,4.0
1283,Nhà mặt tiền,7200.0,90.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,1.0
1284,Nhà mặt tiền,11000.0,100.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,5.0
1285,Nhà hẻm ngõ,1790.0,20.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,3.0,
1286,Nhà hẻm ngõ,5000.0,80.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,3.0
1287,Nhà mặt tiền,6100.0,80.0,3.0,2.0,Sổ hồng,da-nang,,4.6,2.0
1288,Nhà mặt tiền,8300.0,206.4,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,,3.0
1289,Nhà hẻm ngõ,4500.0,120.0,5.0,5.0,Giấy tờ hợp lệ,da-nang,Tây,5.0,1.0
1290,Nhà hẻm ngõ,2290.0,55.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,1.0
1291,Nhà mặt tiền,5500.0,80.0,3.0,,Giấy tờ hợp lệ,da-nang,,,3.0
1292,Nhà mặt tiền,10100.0,130.0,8.0,7.0,Giấy tờ hợp lệ,da-nang,Tây,6.9,3.0
1293,Nhà hẻm ngõ,3900.0,42.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,7.0,3.0
1294,Nhà mặt tiền,6950.0,100.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,5.0,2.0
1295,Nhà mặt tiền,11100.0,70.0,3.0,3.0,Sổ hồng,da-nang,Tây Nam,5.0,3.0
1296,Nhà hẻm ngõ,4350.0,63.5,2.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,,2.0
1297,Nhà mặt tiền,6300.0,88.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây,4.6,2.0
1298,Nhà hẻm ngõ,3990.0,40.0,3.0,,Giấy tờ hợp lệ,da-nang,,,3.0
1299,Nhà hẻm ngõ,4150.0,51.0,3.0,1.0,Giấy tờ hợp lệ,da-nang,,4.2,2.0
1300,Nhà hẻm ngõ,5950.0,66.0,8.0,7.0,Giấy tờ hợp lệ,da-nang,,6.0,3.0
1301,Nhà mặt tiền,15000.0,120.0,,,Sổ hồng,da-nang,,,
1302,Nhà mặt tiền,4800.0,105.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,6.5,1.0
1303,Nhà hẻm ngõ,3100.0,70.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,1.0
1304,Nhà mặt tiền,7200.0,100.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,,5.0,
1305,Nhà hẻm ngõ,4750.0,63.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.0,3.0
1306,Nhà mặt tiền,13500.0,86.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Bắc,4.5,
1307,Nhà mặt tiền,11700.0,100.0,10.0,,Giấy tờ hợp lệ,da-nang,,,4.0
1308,Nhà mặt tiền,4750.0,54.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,54.0,2.0
1309,Nhà hẻm ngõ,2700.0,192.0,4.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,8.0,
1310,Nhà mặt tiền,11110.0,71.0,4.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,3.0
1311,Nhà mặt tiền,14500.0,115.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.0,5.0
1312,Nhà mặt tiền,14000.0,105.0,6.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,7.0,3.0
1313,Nhà mặt tiền,13700.0,115.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,1.0
1314,Nhà mặt tiền,3780.0,107.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông,5.0,1.0
1315,Nhà mặt tiền,9500.0,75.0,3.0,3.0,Sổ hồng,da-nang,Bắc,4.5,
1316,Nhà hẻm ngõ,3800.0,31.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,3.0,3.0
1317,Nhà mặt tiền,16000.0,82.3,3.0,,Giấy tờ hợp lệ,da-nang,Đông Bắc,4.5,3.0
1318,Nhà hẻm ngõ,3850.0,45.0,3.0,2.0,Sổ hồng,da-nang,,,
1319,Nhà mặt tiền,5750.0,117.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.7,3.0
1320,Nhà hẻm ngõ,4300.0,60.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,4.7,3.0
1321,Nhà hẻm ngõ,2650.0,29.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,,2.0
1322,Nhà mặt tiền,6600.0,150.0,6.0,7.0,Giấy tờ hợp lệ,da-nang,,6.0,1.0
1323,Nhà hẻm ngõ,3950.0,70.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,5.0,1.0
1324,Nhà hẻm ngõ,3950.0,62.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây,4.0,1.0
1325,Nhà hẻm ngõ,4250.0,80.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,2.0
1326,Nhà mặt tiền,5950.0,55.0,3.0,3.0,Sổ hồng,da-nang,Đông Nam,,
1327,Nhà hẻm ngõ,2520.0,45.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,4.6,
1328,Nhà hẻm ngõ,3800.0,43.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,,3.0
1329,Nhà hẻm ngõ,5650.0,54.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,,,3.0
1330,Nhà hẻm ngõ,2750.0,28.7,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,2.8,2.0
1331,Biệt thự,23500.0,300.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Nam,12.0,4.0
1332,Nhà mặt tiền,8600.0,74.5,2.0,2.0,Giấy tờ hợp lệ,da-nang,,4.9,
1333,Nhà mặt tiền,8000.0,90.0,7.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,6.5,3.0
1334,Nhà mặt tiền,12200.0,64.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.0,4.0
1335,Nhà mặt tiền,3650.0,120.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,6.2,1.0
1336,Nhà mặt tiền,6450.0,72.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,,4.5,
1337,Nhà mặt tiền,7790.0,82.5,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.0,3.0
1338,Nhà mặt tiền,9500.0,75.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Bắc,4.5,3.0
1339,Nhà mặt tiền,19800.0,119.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,6.9,1.0
1340,Nhà hẻm ngõ,3900.0,52.0,2.0,,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.5,2.0
1341,Nhà mặt tiền,41000.0,90.0,10.0,,Giấy tờ hợp lệ,da-nang,,5.0,6.0
1342,Nhà mặt tiền,7480.0,100.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1343,Nhà mặt tiền,8800.0,85.0,4.0,4.0,Sổ hồng,da-nang,,5.0,3.0
1344,Nhà mặt tiền,7500.0,100.0,3.0,2.0,Sổ hồng,da-nang,Đông Bắc,5.0,3.0
1345,Nhà mặt tiền,9000.0,73.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.5,3.0
1346,Nhà hẻm ngõ,7800.0,53.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Bắc,6.2,3.0
1347,Nhà hẻm ngõ,6600.0,50.0,2.0,3.0,Giấy tờ hợp lệ,da-nang,Đông,4.0,2.0
1348,Nhà hẻm ngõ,4250.0,64.2,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,3.5,2.0
1349,Nhà hẻm ngõ,8900.0,60.0,2.0,2.0,Sổ hồng,da-nang,,5.0,
1350,Nhà mặt tiền,30000.0,130.0,7.0,7.0,Sổ đỏ,da-nang,Nam,,
1351,Nhà mặt tiền,5800.0,52.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây,4.0,1.0
1352,Nhà hẻm ngõ,4350.0,83.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,2.0
1353,Nhà hẻm ngõ,4300.0,77.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,2.0
1354,Nhà mặt tiền,7950.0,53.0,2.0,2.0,Sổ hồng,da-nang,,5.0,2.0
1355,Nhà mặt tiền,7950.0,53.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,2.0
1356,Nhà mặt tiền,9600.0,100.0,10.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,4.0
1357,Nhà mặt tiền,1890.0,150.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,7.0,2.0
1358,Nhà mặt tiền,18000.0,112.0,5.0,5.0,Giấy tờ hợp lệ,da-nang,,5.0,3.0
1359,Nhà hẻm ngõ,4950.0,46.8,3.0,3.0,Giấy tờ hợp lệ,da-nang,,,33.0
1360,Nhà mặt tiền,3550.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,2.0
1361,Nhà hẻm ngõ,4790.0,52.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,4.0,3.0
1362,Nhà mặt tiền,10500.0,71.2,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,6.0,3.0
1363,Nhà mặt tiền,7500.0,85.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,4.0,1.0
1364,Nhà hẻm ngõ,3250.0,42.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Bắc,4.1,2.0
1365,Nhà mặt tiền,12500.0,81.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.5,3.0
1366,Nhà mặt tiền,30000.0,280.0,2.0,2.0,Sổ đỏ,da-nang,Đông Bắc,,2.0
1367,Nhà mặt tiền,12600.0,99.0,4.0,4.0,Sổ đỏ,da-nang,Bắc,5.5,3.0
1368,Nhà mặt tiền,9500.0,100.0,9.0,7.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,,2.0
1369,Nhà mặt tiền,6200.0,60.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,4.0,1.0
1370,Nhà mặt tiền,3000.0,123.0,4.0,2.0,Giấy tờ hợp lệ,da-nang,,5.4,2.0
1371,Nhà hẻm ngõ,3750.0,51.4,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,,2.0
1372,Nhà hẻm ngõ,14800.0,71.0,6.0,6.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,18.0,
1373,Nhà hẻm ngõ,26500.0,170.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,,,5.0
1374,Nhà mặt tiền,15000.0,195.0,2.0,2.0,Sổ hồng,da-nang,Tây,5.0,2.0
1375,Nhà mặt tiền,12500.0,100.0,4.0,5.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1376,Nhà mặt tiền,13500.0,66.0,4.0,3.0,Giấy tờ hợp lệ,da-nang,,,3.0
1377,Nhà mặt tiền,14500.0,115.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,,,5.0
1378,Nhà mặt tiền,5500.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,2.0
1379,Nhà mặt tiền,7350.0,95.0,5.0,,Giấy tờ hợp lệ,da-nang,,5.0,
1380,Nhà mặt tiền,8500.0,100.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1381,Nhà mặt tiền,8500.0,90.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây,5.0,1.0
1382,Nhà hẻm ngõ,4280.0,64.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Nam,4.0,2.0
1383,Nhà hẻm ngõ,3490.0,100.0,4.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,2.0
1384,Nhà mặt tiền,4750.0,52.0,,,Sổ hồng,da-nang,,,
1385,Nhà hẻm ngõ,7900.0,115.0,4.0,4.0,Sổ hồng,da-nang,,5.0,
1386,Nhà mặt tiền,11500.0,77.0,3.0,3.0,Sổ đỏ,da-nang,,4.5,
1387,Nhà hẻm ngõ,3550.0,70.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Đông,3.0,2.0
1388,Nhà mặt tiền,6250.0,96.5,4.0,2.0,Giấy tờ hợp lệ,da-nang,Bắc,4.9,1.0
1389,Nhà mặt tiền,18500.0,150.0,7.0,5.0,Giấy tờ hợp lệ,da-nang,Đông Nam,8.4,3.0
1390,Nhà hẻm ngõ,3750.0,43.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Nam,4.0,4.0
1391,Nhà mặt tiền,14500.0,115.0,11.0,,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.0,5.0
1392,Nhà hẻm ngõ,3750.0,58.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,3.6,2.0
1393,Nhà hẻm ngõ,4200.0,55.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,,3.0
1394,Nhà mặt tiền,14500.0,230.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,7.5,2.0
1395,Nhà mặt tiền,5900.0,60.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây,4.0,1.0
1396,Nhà hẻm ngõ,3800.0,48.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,,,2.0
1397,Nhà mặt tiền,5100.0,105.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,2.0
1398,Nhà mặt tiền,4850.0,90.0,1.0,1.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,
1399,Nhà hẻm ngõ,4350.0,68.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.1,2.0
1400,Nhà hẻm ngõ,4280.0,65.0,3.0,,Giấy tờ hợp lệ,da-nang,Đông Nam,4.1,2.0
1401,Nhà mặt tiền,8800.0,73.0,3.0,3.0,Sổ hồng,da-nang,Bắc,4.5,3.0
1402,Nhà mặt tiền,15900.0,100.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Nam,5.0,3.0
1403,Nhà mặt tiền,10500.0,102.0,3.0,3.0,Sổ hồng,da-nang,Đông Bắc,5.5,3.0
1404,Nhà mặt tiền,13000.0,138.0,,,Sổ đỏ,da-nang,Nam,,
1405,Nhà hẻm ngõ,4250.0,42.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,4.0,3.0
1406,Nhà hẻm ngõ,2450.0,36.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,,2.0
1407,Nhà mặt tiền,9600.0,124.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,,4.0,
1408,Nhà mặt tiền,7800.0,99.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,,4.0
1409,Nhà mặt tiền,5100.0,105.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,2.0
1410,Nhà mặt tiền,13550.0,60.0,4.0,4.0,Sổ hồng,da-nang,Đông Bắc,5.0,4.0
1411,Nhà mặt tiền,6950.0,69.8,4.0,4.0,Giấy tờ hợp lệ,da-nang,,,
1412,Nhà hẻm ngõ,1790.0,60.0,2.0,,Giấy tờ hợp lệ,da-nang,Đông Bắc,,
1413,Nhà mặt tiền,18700.0,150.0,4.0,3.0,Giấy tờ hợp lệ,da-nang,Đông,10.0,3.0
1414,Nhà mặt tiền,8700.0,54.0,3.0,2.0,Sổ hồng,da-nang,Tây,4.5,3.0
1415,Nhà hẻm ngõ,1550.0,15.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây Nam,4.5,2.0
1416,Nhà mặt tiền,10500.0,96.0,11.0,7.0,Giấy tờ hợp lệ,da-nang,,6.0,6.0
1417,Nhà hẻm ngõ,12000.0,134.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,7.3,2.0
1418,Nhà mặt tiền,4500.0,100.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,,5.0,
1419,Nhà mặt tiền,27000.0,88.0,3.0,2.0,Sổ hồng,da-nang,Tây,4.5,2.0
1420,Nhà mặt tiền,5400.0,40.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,,4.3,2.0
1421,Nhà mặt tiền,2520.0,40.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Đông,4.0,2.0
1422,Nhà hẻm ngõ,1890.0,150.0,5.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,7.0,2.0
1423,Nhà mặt tiền,7500.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1424,Biệt thự,5150.0,64.7,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,8.0,3.0
1425,Nhà hẻm ngõ,5000.0,61.0,5.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.0,3.0
1426,Nhà mặt tiền,3370.0,42.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,3.8,2.0
1427,Nhà mặt tiền,11800.0,88.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,,4.0,3.0
1428,Nhà mặt tiền,4850.0,70.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,5.0,1.0
1429,Nhà mặt tiền,4490.0,125.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,2.0
1430,Nhà mặt tiền,6350.0,72.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,4.5,3.0
1431,Nhà hẻm ngõ,7150.0,124.0,4.0,2.0,Giấy tờ hợp lệ,da-nang,,5.0,1.0
1432,Biệt thự,17900.0,218.0,5.0,5.0,Sổ hồng,da-nang,,10.0,
1433,Nhà mặt tiền,6500.0,60.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Bắc,4.0,3.0
1434,Nhà mặt tiền,5880.0,117.5,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông,5.0,
1435,Nhà mặt tiền,15500.0,108.3,4.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,8.6,3.0
1436,Nhà hẻm ngõ,2520.0,39.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Đông,11.0,1.0
1437,Nhà hẻm ngõ,7150.0,124.0,4.0,2.0,Sổ đỏ,da-nang,,5.0,
1438,Nhà mặt tiền,17500.0,120.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Nam,6.0,3.0
1439,Nhà hẻm ngõ,3490.0,54.0,2.0,2.0,Sổ hồng,da-nang,Tây Nam,6.0,2.0
1440,Nhà hẻm ngõ,3550.0,150.0,1.0,1.0,Giấy tờ hợp lệ,da-nang,Bắc,6.1,
1441,Nhà mặt tiền,12500.0,100.0,12.0,12.0,Sổ đỏ,da-nang,Đông Bắc,5.0,4.0
1442,Nhà mặt tiền,4550.0,53.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây,5.0,2.0
1443,Nhà mặt tiền,28600.0,100.0,,,Sổ hồng,da-nang,,,
1444,Nhà mặt tiền,16500.0,160.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Đông,6.0,3.0
1445,Nhà hẻm ngõ,4600.0,70.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Nam,4.8,3.0
1446,Nhà mặt tiền,17500.0,98.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,,3.0
1447,Nhà hẻm ngõ,3900.0,51.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,4.2,2.0
1448,Nhà mặt tiền,6700.0,80.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,,3.0
1449,Nhà hẻm ngõ,5900.0,53.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,5.0,3.0
1450,Nhà mặt tiền,4500.0,60.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây,5.0,3.0
1451,Nhà mặt tiền,6400.0,110.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,2.0
1452,Nhà hẻm ngõ,3500.0,53.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Bắc,7.0,2.0
1453,Nhà hẻm ngõ,4000.0,40.0,4.0,1.0,Giấy tờ hợp lệ,da-nang,Bắc,,2.0
1454,Nhà mặt tiền,4550.0,54.0,2.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,4.0,2.0
1455,Nhà mặt tiền,11900.0,110.0,3.0,,Giấy tờ hợp lệ,da-nang,Bắc,,2.0
1456,Nhà mặt tiền,5400.0,40.0,2.0,2.0,Sổ hồng,da-nang,,4.3,2.0
1457,Nhà mặt tiền,11900.0,100.0,8.0,4.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.0,3.0
1458,Nhà hẻm ngõ,5400.0,60.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,,5.6,3.0
1459,Nhà mặt tiền,5450.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây Nam,,2.0
1460,Nhà hẻm ngõ,2500.0,110.0,2.0,1.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,1.0
1461,Nhà hẻm ngõ,5500.0,76.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Nam,5.5,2.0
1462,Nhà mặt tiền,10000.0,90.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,,5.0,
1463,Nhà mặt tiền,4000.0,100.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,,2.0
1464,Nhà hẻm ngõ,7200.0,76.1,3.0,3.0,Giấy tờ hợp lệ,da-nang,Đông Bắc,,2.0
1465,Nhà hẻm ngõ,6200.0,279.0,5.0,5.0,Sổ hồng,da-nang,Đông Bắc,,2.0
1466,Nhà hẻm ngõ,5500.0,107.0,1.0,1.0,Giấy tờ hợp lệ,da-nang,,5.0,1.0
1467,Nhà mặt tiền,8200.0,112.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,3.0
1468,Nhà mặt tiền,5200.0,55.2,3.0,2.0,Giấy tờ hợp lệ,da-nang,Đông Nam,4.0,1.0
1469,Nhà mặt tiền,7500.0,75.0,3.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,3.0
1470,Nhà mặt tiền,6000.0,103.0,6.0,6.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.0,2.0
1471,Nhà mặt tiền,7500.0,100.0,3.0,3.0,Giấy tờ hợp lệ,da-nang,Tây Bắc,5.5,3.0
1472,Nhà mặt tiền,13000.0,73.0,2.0,3.0,Giấy tờ hợp lệ,da-nang,,4.5,3.0
1473,Nhà mặt tiền,6500.0,60.0,3.0,2.0,Giấy tờ hợp lệ,da-nang,Tây,4.0,2.0
1474,Nhà mặt tiền,5900.0,125.0,4.0,4.0,Giấy tờ hợp lệ,da-nang,Tây Nam,5.0,3.0
