,property_type,price,area,area_unit,n_bedrooms,n_bathrooms,n_floors,address,city_province,district,legal_docs,facing_direction,front_width,price_unit,front_width_unit,front_road_width,front_road_width_unit,balcony_direction,interior
23205,Căn hộ chung cư,52.0,44.0,m²,2.0,1.0,,"Dự án A&T Saigon Riverside, Đường Vĩnh Phú 20, Phường Vĩnh Phú, Thuận An, Bình Dương",Bình Dương,Thuận An,Đang chờ sổ,,,triệu/m²,,,,,Cơ bản
23206,Căn hộ chung cư,15.9,96.0,m²,3.0,3.0,,"The Grand Manhattan, 100, Đường Cô Giang, Phường Cô Giang, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Văn bản thỏa thuận,Đông,,tỷ,,,,Nam,Đầy đủ
23207,Căn hộ chung cư,4.2,53.0,m²,1.0,1.0,,"Diamond Island, Bình Trưng Tây, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Hợp đồng mua bán,Đông,,tỷ,,,,Đông - Bắc,Đầy đủ
23208,Căn hộ chung cư,5.2,85.0,m²,3.0,2.0,,"Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội",Hà Nội,Đông Anh,Sổ đỏ/ Sổ hồng,Tây - Bắc,,tỷ,,,,Đông - Nam,Đầy đủ
23209,Căn hộ chung cư,11.5,105.0,m²,2.0,2.0,,"Dự án City Garden, Đường Ngô Tất Tố, Phường 21, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,,,,tỷ,,,,Tây - Nam,
23210,Căn hộ chung cư,4.85,61.5,m²,2.0,2.0,,"VP5 Linh Đàm, Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
23211,Căn hộ chung cư,6.3,72.0,m²,2.0,2.0,,"Kingdom 101, 334, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,,,,tỷ,,,,,
23212,Căn hộ chung cư,5.03,109.0,m²,3.0,2.0,,"Chánh Hưng Giai Việt, 854, Phố Tạ Quang Bửu, Phường 5, Quận 8, Hồ Chí Minh",Hồ Chí Minh,Quận 8,Sổ đỏ/ Sổ hồng,Đông - Nam,,tỷ,,,,Tây - Bắc,Cơ bản.
23213,Căn hộ chung cư,2.0,30.0,m²,,,,"Aria Bay Tower, Phường Hùng Thắng, Hạ Long, Quảng Ninh",Quảng Ninh,Hạ Long,,,,tỷ,,,,,Cơ bản
23214,Căn hộ chung cư,2.4,52.0,m²,1.0,1.0,,"Mường Thanh Viễn Triều, Phạm Văn Đồng, Vĩnh Phước, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Hợp đồng mua bán,,,tỷ,,,,,Đầy đủ
23215,Nhà riêng,2.15,32.2,m²,2.0,1.0,,"Hẻm 107 Chợ An Cư Đường Hoàng Văn Thụ, Phường An Cư, Ninh Kiều, Cần Thơ",Cần Thơ,Ninh Kiều,Sổ đỏ/ Sổ hồng,Tây - Bắc,4.2,tỷ,m,1.8,m,Tây - Bắc,Cơ bản
23216,Nhà riêng,15.1,45.0,m²,4.0,5.0,,"Đường Âu Cơ, Phường Quảng An, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,,6.1,tỷ,m,,,,Đầy đủ
23217,Nhà riêng,17.0,50.0,m²,5.0,5.0,,"Đường Xuân Diệu, Phường Quảng An, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,Đông - Nam,5.0,tỷ,m,2.0,m,,
23218,Nhà riêng,138.0,615.0,m²,,,,"Đường Hoàng Việt, Phường 4, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,,,,tỷ,,8.0,m,,
23219,Nhà riêng,15.96,84.0,m²,4.0,4.0,,"Đường 29, Phường An Khánh, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Sổ đỏ/ Sổ hồng,Tây - Nam,,tỷ,,,,,Đầy đủ
23220,Nhà riêng,6.8,95.0,m²,3.0,2.0,,"124/9, Đường Phạm Văn Đồng, Phường 1, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng,Tây - Nam,,tỷ,,,,,
23221,Nhà riêng,3.6,20.0,m²,2.0,3.0,,"250/62, Đường Nguyễn Thượng Hiền, Phường 5, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
23222,Nhà riêng,16.5,150.0,m²,4.0,2.0,,"Đường Bạch Đằng, Phường 24, Bình Thạnh, Hồ Chí Minh",Hồ Chí Minh,Bình Thạnh,Sổ đỏ/ Sổ hồng,,6.2,tỷ,m,8.0,m,,
23223,Nhà riêng,8.2,60.0,m²,5.0,4.0,,"Đường Cao Xuân Dục, Phường Thuận Phước, Hải Châu, Đà Nẵng",Đà Nẵng,Hải Châu,Sổ đỏ/ Sổ hồng,Bắc,4.0,tỷ,m,7.5,m,,Đầy đủ
23224,Nhà riêng,5.69,76.0,m²,4.0,4.0,,"Hẻm 1027, Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sổ đỏ/ Sổ hồng,Đông,3.0,tỷ,m,3.0,m,Đông,Cơ bản
23225,Nhà riêng,16.5,90.0,m²,16.0,16.0,,"Đường Hiệp Nhất, Phường 4, Tân Bình, Hồ Chí Minh",Hồ Chí Minh,Tân Bình,Sổ đỏ/ Sổ hồng,,6.0,tỷ,m,4.0,m,,
23226,Nhà riêng,5.65,71.3,m²,3.0,4.0,,"2/, Đường Lê Văn Khương, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,,4.5,tỷ,m,6.0,m,,Cơ bản
23227,Nhà riêng,10.3,72.0,m²,4.0,4.0,,"Đường Vườn Lài, Phường Tân Thành, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,,tỷ,,8.0,m,,
23228,Nhà riêng,8.6,450.0,m²,3.0,2.0,,"Đường Quốc Lộ 26, Xã Ninh Bình, Ninh Hòa, Khánh Hòa",Khánh Hòa,Ninh Hòa,Sổ đỏ/ Sổ hồng,Bắc,9.5,tỷ,m,,,,
23229,Nhà riêng,4.68,28.0,m²,4.0,3.0,,"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng,,,tỷ,,2.5,m,,Đầy đủ
23230,Nhà riêng,5.97,31.0,m²,3.0,4.0,,"Đường La Nội, Phường Dương Nội, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/ Sổ hồng,Nam,3.5,tỷ,m,3.0,m,Nam,Đầy đủ
23231,Nhà riêng,10.0,45.0,m²,4.0,4.0,,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội",Hà Nội,Bắc Từ Liêm,,Nam,4.0,tỷ,m,3.5,m,,Đầy đủ
23232,Nhà riêng,4.68,28.0,m²,4.0,3.0,,"Đường Nguyễn Thái Sơn, Phường 4, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng,,,tỷ,,2.5,m,,Đầy đủ
23233,Nhà riêng,8.5,70.0,m²,,,,"Dương Xá, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng,Đông - Bắc,5.0,tỷ,m,13.0,m,,
23234,Nhà riêng,3.48,56.88,m²,3.0,3.0,,"Đường Đặng Văn Ngữ, Phường 10, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Sổ hồng.,,,tỷ,,5.0,m,,Đầy đủ
23235,"Nhà biệt thự, liền kề",27.0,175.0,m²,4.0,4.0,,"Dự án Lucasta Villa, Đường Liên Phường, Phường Phú Hữu, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng.,Bắc,10.0,tỷ,m,20.0,m,Bắc,Đầy đủ
23236,"Nhà biệt thự, liền kề",8.7,135.0,m²,4.0,4.0,,"Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Thành phố Từ Sơn, Bắc Ninh",Bắc Ninh,Từ Sơn,Sổ đỏ/ Sổ hồng,Nam,9.0,tỷ,m,15.3,m,Nam,Cơ bản
23237,"Nhà biệt thự, liền kề",41.0,82.3,m²,4.0,4.0,,"An Lạc Mỹ Đình, Đường Lưu Hữu Phước, Phường Cầu Diễn, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,Tây - Nam,4.8,tỷ,m,10.0,m,Nam,Cơ bản
23238,"Nhà biệt thự, liền kề",2.85,80.0,m²,3.0,3.0,,"Dự án Sun Casa, Đường Dân Chủ, Phường Hòa Phú, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Cơ bản
23239,"Nhà biệt thự, liền kề",22.0,60.0,m²,7.0,8.0,,"Tổng cục 5 Tân Triều, Đường Yên Xá, Xã Tân Triều, Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Sổ đỏ/ Sổ hồng,,4.5,tỷ,m,12.0,m,,Đầy đủ
23240,"Nhà biệt thự, liền kề",23.5,220.0,m²,,,,"Dự án Vinhomes Marina Cầu Rào 2, Phường Vĩnh Niệm, Lê Chân, Hải Phòng",Hải Phòng,Lê Chân,Sổ đỏ/ Sổ hồng.,,20.0,tỷ,m,,,,
23241,"Nhà biệt thự, liền kề",120.0,300.0,m²,5.0,5.0,,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,Sổ đỏ/ Sổ hồng,,15.0,tỷ,m,30.0,m,,Thô
23242,"Nhà biệt thự, liền kề",35.0,240.0,m²,6.0,7.0,,"Đường Nguyễn Trọng Tuyển, Phường 10, Phú Nhuận, Hồ Chí Minh",Hồ Chí Minh,Phú Nhuận,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Nội thất cao cấp
23243,"Nhà biệt thự, liền kề",33.0,250.0,m²,,,,"Dự án Zeitgeist City, Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Hợp đồng mua bán,,,tỷ,,,,,"Hoàn thiện mặt ngoài, thô bên trong."
23244,"Nhà biệt thự, liền kề",45.0,113.0,m²,6.0,4.0,,"KĐTM Đại Kim - Định Công, Phường Đại Kim, Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/ Sổ hồng,,18.0,tỷ,m,8.0,m,,Không nội thất
23245,"Nhà biệt thự, liền kề",,100.0,m²,4.0,5.0,,"Khu đô thị sinh thái Chánh Mỹ, Nguyễn Văn Cừ, Chánh Mỹ, Thủ Dầu Một, Bình Dương",Bình Dương,Thủ Dầu Một,Sổ đỏ/ Sổ hồng,Đông - Bắc,5.0,,m,32.0,m,Đông - Bắc,
23246,"Nhà biệt thự, liền kề",,300.0,m²,5.0,4.0,,"HUD Me Linh Central, Đường 23, Xã Thanh Lâm, Mê Linh, Hà Nội",Hà Nội,Mê Linh,Sổ đỏ/ Sổ hồng,Tây - Bắc,10.0,,m,13.5,m,,
23247,"Nhà biệt thự, liền kề",8.8,81.0,m²,4.0,6.0,,"Dự án Green Riverside, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh",Hồ Chí Minh,Nhà Bè,Sổ đỏ/ Sổ hồng,Đông - Bắc,6.7,tỷ,m,7.0,m,Đông - Bắc,Đầy đủ
23248,"Nhà biệt thự, liền kề",13.3,216.0,m²,4.0,5.0,,"Centa City, Đường Hữu Nghị, Phường Phù Chẩn, Thành phố Từ Sơn, Bắc Ninh",Bắc Ninh,Từ Sơn,Sổ đỏ/ Sổ hồng,Bắc,13.0,tỷ,m,15.3,m,Bắc,Cơ bản
23249,"Nhà biệt thự, liền kề",30.5,122.0,m²,5.0,5.0,,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Đang chờ sổ,,,tỷ,,46.0,m,,Cơ bản
23250,"Nhà biệt thự, liền kề",19.5,300.0,m²,4.0,4.0,,"Dự án HUD Me Linh Central, Đường 23, Xã Thanh Lâm, Mê Linh, Hà Nội",Hà Nội,Mê Linh,Sổ đỏ/ Sổ hồng,Tây - Nam,10.0,tỷ,m,13.5,m,,
23251,"Nhà biệt thự, liền kề",9.89,64.0,m²,6.0,,,"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,8.0,m,,
23252,"Nhà biệt thự, liền kề",36.0,200.0,m²,5.0,5.0,,"Dự án Hado Charm Villas, Đường Liên Khu 8, Xã An Thượng, Hoài Đức, Hà Nội",Hà Nội,Hoài Đức,Hợp đồng mua bán,Tây,8.0,tỷ,m,25.0,m,,
23253,"Nhà biệt thự, liền kề",19.9,65.0,m²,4.0,6.0,,"Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Hà Nội,Hoàng Mai,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,10.0,m,,Cơ bản
23254,"Nhà biệt thự, liền kề",42.0,143.0,m²,4.0,3.0,,"Đường Đình Thôn, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội",Hà Nội,Nam Từ Liêm,Sổ đỏ/ Sổ hồng,,22.5,tỷ,m,8.0,m,,Đầy đủ
23255,Nhà mặt phố,55.0,300.0,m²,,,,"Đường Phạm Văn Đồng, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,Sổ đỏ/ Sổ hồng,,20.0,tỷ,m,,,,
23256,Nhà mặt phố,25.0,140.0,m²,,,,"Đường Đặng Văn Bi, Phường Bình Thọ, Thủ Đức, Hồ Chí Minh",Hồ Chí Minh,Thủ Đức,,,7.0,tỷ,m,,,,
23257,Nhà mặt phố,115.0,145.0,m²,11.0,8.0,,"Phố Phố Huế, Phường Phố Huế, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Sổ đỏ/ Sổ hồng,Tây,5.5,tỷ,m,15.0,m,,Đầy đủ
23258,Nhà mặt phố,13.5,41.0,m²,4.0,3.0,,"Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội",Hà Nội,Thanh Trì,Sổ đỏ/ Sổ hồng,Tây - Nam,4.0,tỷ,m,20.0,m,Tây - Nam,
23259,Nhà mặt phố,17.5,145.0,m²,,,,"Phố Thái Nguyên, Phường Tân Tiến, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,,,,Cơ bản
23260,Nhà mặt phố,185.0,245.0,m²,6.0,6.0,,"Phố Liễu Giai, Phường Cống Vị, Ba Đình, Hà Nội",Hà Nội,Ba Đình,Sổ đỏ/ Sổ hồng,,13.0,tỷ,m,36.0,m,,Đầy đủ
23261,Nhà mặt phố,47.0,166.0,m²,,,,"Đường Đề Thám, Phường Cô Giang, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Sổ đỏ/ Sổ hồng,,15.0,tỷ,m,,,,
23262,Nhà mặt phố,5.9,83.6,m²,4.0,4.0,,"Đường An Phú Đông 26, Phường An Phú Đông, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,,4.75,tỷ,m,25.0,m,,Cơ bản
23263,Nhà mặt phố,95.0,95.0,m²,6.0,8.0,,"Phố Lý Thường Kiệt, Phường Phan Chu Trinh, Hoàn Kiếm, Hà Nội",Hà Nội,Hoàn Kiếm,Sổ đỏ/ Sổ hồng,Đông - Nam,5.0,tỷ,m,45.0,m,Đông - Nam,Đầy đủ
23264,Nhà mặt phố,18.5,158.0,m²,4.0,5.0,,"Đường Trần Quang Quá, Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,8.0,tỷ,m,12.0,m,,
23265,Nhà mặt phố,75.0,142.0,m²,,,,"61B, Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",Hồ Chí Minh,Quận 10,Sổ đỏ/ Sổ hồng,,8.0,tỷ,m,,,,Đầy đủ
23266,Nhà mặt phố,,72.0,m²,4.0,4.0,,"Phường Hiệp Tân, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,,,,,,,,,
23267,Nhà mặt phố,43.0,460.0,m²,5.0,,,"Đường Nguyễn Đỗ Cung, Phường Tây Thạnh, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,10.0,tỷ,m,12.0,m,,
23268,Nhà mặt phố,18.5,100.0,m²,6.0,6.0,,"Đường Hoàng Ngọc Phách, Phường Phú Thọ Hòa, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,5.25,tỷ,m,16.0,m,,
23269,Nhà mặt phố,32.0,312.0,m²,4.0,4.0,,"Đường Đỗ Bí, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Sổ đỏ/ Sổ hồng,,12.0,tỷ,m,13.0,m,,
23270,Nhà mặt phố,70.0,210.0,m²,,,,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh",Hồ Chí Minh,Quận 1,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ.
23271,Nhà mặt phố,31.6,113.2,m²,,,,"Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Sổ hồng riêng.,Nam,,tỷ,,,,,
23272,Nhà mặt phố,12.5,35.0,m²,4.0,4.0,,"Đường Nguyễn Ngọc Nại, Phường Khương Mai, Thanh Xuân, Hà Nội",Hà Nội,Thanh Xuân,Sổ đỏ/ Sổ hồng,,4.0,tỷ,m,7.0,m,,Nội thất rất đẹp và sang trọng.
23273,Nhà mặt phố,30.0,100.0,m²,,,,"Dự án CityLand Park Hills, Đường Phan Văn Trị, Phường 10, Gò Vấp, Hồ Chí Minh",Hồ Chí Minh,Gò Vấp,Sổ đỏ/ Sổ hồng.,,,tỷ,,,,,
23274,Nhà mặt phố,55.0,183.0,m²,,,,"Đường Ngô Gia Tự, Phường Đức Giang, Long Biên, Hà Nội",Hà Nội,Long Biên,,,,tỷ,,,,,
23275,"Shophouse, nhà phố thương mại",23.0,150.0,m²,3.0,3.0,,"Glory Heights - Vinhomes Grand Park, Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Hồ Chí Minh",Hồ Chí Minh,Quận 9,Sổ đỏ/ Sổ hồng,Nam,24.0,tỷ,m,24.0,m,Nam,Không nội thất
23276,"Shophouse, nhà phố thương mại",3.95,80.0,m²,3.0,4.0,,"Dự án Thăng Long Central City, Thị trấn Lai Uyên, Bàu Bàng, Bình Dương",Bình Dương,Bàu Bàng,,,,tỷ,,,,,
23277,"Shophouse, nhà phố thương mại",,535.0,m²,2.0,2.0,,"Dự án Diamond Alnata, Phường Sơn Kỳ, Tân Phú, Hồ Chí Minh",Hồ Chí Minh,Tân Phú,Hợp đồng mua bán,Đông,61.0,,m,,,Đông - Bắc,
23278,"Shophouse, nhà phố thương mại",13.6,68.6,m²,,,,"Dự án The Sapphire 1 - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội",Hà Nội,Gia Lâm,Sổ đỏ/ Sổ hồng,,9.5,tỷ,m,,,,
23279,"Shophouse, nhà phố thương mại",13.0,67.5,m²,6.0,,,"Dự án Vinhomes Ocean Park 2, Đường Sao Biển 15, Xã Long Hưng, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,Hợp đồng mua bán,Tây - Bắc,4.5,tỷ,m,13.0,m,,Đầy đủ
23280,"Shophouse, nhà phố thương mại",7.0,131.0,m²,5.0,5.0,,"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",Hồ Chí Minh,Quận 12,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,Đầy đủ
23281,"Shophouse, nhà phố thương mại",,195.5,m²,,,,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",Hà Nội,Tây Hồ,,,10.0,,m,40.0,m,,
23282,"Shophouse, nhà phố thương mại",9.0,80.0,m²,3.0,3.0,,"Dự án Sun Symphony Residence, Đường Trần Hưng Đạo, Phường Nại Hiên Đông , Sơn Trà, Đà Nẵng",Đà Nẵng,Sơn Trà,,,8.0,tỷ,m,15.0,m,,Không nội thất
23283,"Shophouse, nhà phố thương mại",26.0,100.0,m²,,,,"Khu đô thị Lakeview City, Song Hành, An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Đang chờ sổ,,,tỷ,,,,,
23284,"Shophouse, nhà phố thương mại",,84.0,m²,5.0,6.0,,"Dự án Royal Mansion, Đường Hùng Vương, Xã Tân Tiến, Bắc Giang, Bắc Giang",Bắc Giang,Bắc Giang,Sổ đỏ/ Sổ hồng,,6.0,,m,,,,Không nội thất
23285,"Shophouse, nhà phố thương mại",,55.0,m²,4.0,5.0,,"Dự án Noble Palace Tây Thăng Long, Đường Tây Thăng Long, Xã Tân Lập, Đan Phượng, Hà Nội",Hà Nội,Đan Phượng,Sổ đỏ/ Sổ hồng,Đông - Bắc,5.0,,m,13.5,m,Đông,Không nội thất
23286,"Shophouse, nhà phố thương mại",185.0,300.0,m²,,,,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Hợp đồng mua bán,Tây,10.0,triệu/m²,m,50.0,m,,
23287,"Shophouse, nhà phố thương mại",17.27,84.0,m²,,,,"Vinhomes Ocean Park 2, Kinh Đô, Long Hưng, Văn Giang, Hưng Yên",Hưng Yên,Văn Giang,,,,tỷ,,,,,
23288,"Shophouse, nhà phố thương mại",33.5,95.0,m²,6.0,5.0,,"The Global City, An Phú, Quận 2, Hồ Chí Minh",Hồ Chí Minh,Quận 2,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
23289,"Shophouse, nhà phố thương mại",7.3,168.0,m²,4.0,4.0,,"Dự án Phú Cường, Đường Mai Chí Thọ, Phường An Hòa, Rạch Giá, Kiên Giang",Kiên Giang,Rạch Giá,Sổ đỏ/ Sổ hồng,Đông - Nam,7.0,tỷ,m,10.0,m,Tây - Bắc,Cơ bản
23290,"Shophouse, nhà phố thương mại",65.0,100.0,m²,,,,"KVG Mozzadiso Nha Trang, Võ Nguyên Giáp, Vĩnh Thái, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Hợp đồng mua bán,Tây - Bắc,,triệu/m²,,,,,Không nội thất
23291,"Shophouse, nhà phố thương mại",7.0,118.0,m²,3.0,2.0,,"Dự án An Viên, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",Hồ Chí Minh,Quận 7,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
23292,"Shophouse, nhà phố thương mại",2.35,90.0,m²,,,,"Ecotown Phú Mỹ, Đường 81, Phường Phú Mỹ, Phú Mỹ, Bà Rịa Vũng Tàu",Bà Rịa Vũng Tàu,Phú Mỹ,Hợp đồng mua bán,Bắc,5.0,tỷ,m,15.0,m,Bắc,Không nội thất
23293,"Shophouse, nhà phố thương mại",,90.0,m²,,,,"Him Lam Vạn Phúc, Tố Hữu, Vạn Phúc, Hà Đông, Hà Nội",Hà Nội,Hà Đông,Sổ đỏ/ Sổ hồng,,,,,,,,
23294,"Shophouse, nhà phố thương mại",27.0,190.2,m²,,,,"Dự án Times City, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội",Hà Nội,Hai Bà Trưng,Sổ đỏ/ Sổ hồng,,10.0,tỷ,m,10.0,m,,
23295,Đất nền dự án,3.5,300.0,m²,,,,"Dự án Mỹ Phước 3, Đường DJ5, Phường Thới Hòa, Bến Cát, Bình Dương",Bình Dương,Bến Cát,Sổ hồng,,5.0,tỷ,m,10.0,m,,
23296,Đất nền dự án,100.0,22817.0,m²,,,,"Dự án KCN Giang Điền, Xã Giang Điền, Trảng Bom, Đồng Nai",Đồng Nai,Trảng Bom,Sổ đỏ/ Sổ hồng.,Đông - Nam,190.0,tỷ,m,22.0,m,,
23297,Đất nền dự án,65.0,360.0,m²,,,,"Dự án VCN Phước Hải, Đường V1, Phường Phước Hải, Nha Trang, Khánh Hòa",Khánh Hòa,Nha Trang,Hợp đồng mua bán,Tây - Bắc,18.0,triệu/m²,m,,,,
23298,Đất nền dự án,28.0,80.0,m²,,,,"Dự án Kosy Hà Nam, Đường Quốc Lộ 38, Xã Duy Hải, Duy Tiên, Hà Nam",Hà Nam,Duy Tiên,Đang chờ sổ,Nam,5.0,triệu/m²,m,7.5,m,,
23299,Đất nền dự án,35.0,100.0,m²,,,,"Khu đô thị Trung Đông - Nhật Tân, Đường Tỉnh lộ 711, Xã Nhật Tân, Kim Bảng, Hà Nam",Hà Nam,Kim Bảng,Sổ đỏ/ Sổ hồng,Đông,5.0,triệu/m²,m,20.5,m,,
23300,Đất nền dự án,44.0,100.0,m²,,,,"Dự án Khu đô thị Đại Cương, Đường Quốc Lộ 38, Xã Đại Cương, Kim Bảng, Hà Nam",Hà Nam,Kim Bảng,Sổ đỏ/ Sổ hồng,Nam,5.0,triệu/m²,m,20.5,m,,
23301,Đất nền dự án,27.0,130.0,m²,,,,"Dự án Hano Park 2, Đường Quốc Lộ 38, Xã Duy Hải, Duy Tiên, Hà Nam",Hà Nam,Duy Tiên,Sổ đỏ/ Sổ hồng,Bắc,6.5,triệu/m²,m,7.5,m,,
23302,Đất nền dự án,,120.0,m²,,,,"Dự án Khu đô thị mới Long Thọ, Xã Phước An, Nhơn Trạch, Đồng Nai",Đồng Nai,Nhơn Trạch,Sổ đỏ/ Sổ hồng,,,,,,,,
23303,Đất nền dự án,15.0,200.0,m²,,,,"Dự án Khu đô thị mới Long Thọ, Đường Nguyễn Văn Cừ, Xã Phước An, Nhơn Trạch, Đồng Nai",Đồng Nai,Nhơn Trạch,,,,triệu/m²,,,,,
23304,Đất nền dự án,15.0,200.0,m²,,,,"Dự án Khu đô thị mới Long Thọ, Đường Lê Hồng Phong, Xã Long Thọ, Nhơn Trạch, Đồng Nai",Đồng Nai,Nhơn Trạch,Sổ hồng,,,triệu/m²,,12.0,m,,
23305,Đất nền dự án,1.95,80.0,m²,,,,"KDC Nam Long TAT, Đường NC, Xã Lai Hưng, Bàu Bàng, Bình Dương",Bình Dương,Bàu Bàng,Sổ đỏ/ Sổ hồng,,,tỷ,,,,,
23306,Đất nền dự án,5.0,105.0,m²,,,,"KDC Phú Hồng Thịnh 10, Đường Quốc lộ 1K, Phường Bình An, Dĩ An, Bình Dương",Bình Dương,Dĩ An,Sổ đỏ/ Sổ hồng,,5.0,tỷ,m,22.0,m,,
